,300,500,800
686,519.0,731.0,1050.0
687,393.0,564.0,879.0
688,350.0,534.0,895.0
689,650.0,841.0,1129.0
690,466.0,685.0,944.0
691,409.0,622.0,899.0
692,465.0,595.0,886.0
693,476.0,678.0,980.0
694,502.0,735.0,991.0
695,529.0,738.0,1020.0
696,614.0,755.0,1128.0
697,384.0,582.0,883.0
698,366.0,586.0,869.0
699,668.0,865.0,1171.0
700,606.0,691.0,994.0
701,1185.0,1365.0,1672.0
702,341.0,575.0,859.0
703,420.0,610.0,892.0
704,428.0,599.0,919.0
705,613.0,711.0,1026.0
706,355.0,537.0,844.0
707,314.0,510.0,816.0
708,359.0,532.0,842.0
709,416.0,645.0,908.0
710,671.0,887.0,1171.0
711,448.0,629.0,906.0
712,578.0,779.0,1040.0
713,674.0,886.0,1186.0
714,807.0,1009.0,1330.0
715,490.0,572.0,866.0
716,343.0,545.0,827.0
717,694.0,761.0,1047.0
718,431.0,646.0,929.0
719,427.0,653.0,907.0
720,432.0,636.0,910.0
721,490.0,675.0,989.0
722,405.0,589.0,972.0
723,420.0,604.0,924.0
724,387.0,597.0,933.0
725,637.0,841.0,1104.0
726,612.0,844.0,1152.0
727,440.0,649.0,931.0
728,430.0,571.0,905.0
729,420.0,588.0,903.0
730,791.0,1015.0,1300.0
731,382.0,607.0,886.0
732,472.0,684.0,993.0
733,540.0,732.0,1031.0
734,516.0,722.0,1027.0
735,476.0,676.0,964.0
736,823.0,1009.0,1321.0
737,403.0,587.0,919.0
738,558.0,749.0,1093.0
739,368.0,576.0,846.0
740,363.0,576.0,893.0
741,593.0,811.0,1076.0
742,340.0,507.0,812.0
743,460.0,703.0,982.0
744,509.0,719.0,1027.0
745,385.0,553.0,877.0
746,875.0,1047.0,1379.0
747,610.0,792.0,1121.0
748,526.0,702.0,1016.0
749,322.0,537.0,833.0
750,338.0,544.0,822.0
751,572.0,788.0,1095.0
752,675.0,901.0,1222.0
753,338.0,513.0,808.0
754,649.0,852.0,1142.0
755,629.0,812.0,1095.0
756,561.0,765.0,1033.0
757,775.0,981.0,1292.0
758,589.0,800.0,1088.0
759,608.0,789.0,1135.0
760,393.0,609.0,944.0
761,498.0,744.0,970.0
762,401.0,648.0,944.0
763,396.0,590.0,910.0
764,510.0,677.0,982.0
765,466.0,722.0,991.0
766,479.0,636.0,959.0
767,572.0,723.0,1019.0
768,610.0,820.0,1090.0
769,866.0,1056.0,1383.0
770,436.0,635.0,950.0
771,742.0,962.0,1276.0
772,649.0,827.0,1139.0
773,625.0,829.0,1128.0
774,382.0,590.0,909.0
775,690.0,875.0,1218.0
776,302.0,503.0,805.0
777,530.0,723.0,1036.0
778,437.0,681.0,916.0
779,367.0,586.0,932.0
780,326.0,584.0,831.0
